epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,62134.2,0.76085,1.3889,1.29689,0.61279,0.63244,0.66287,0.52343,0.76758,1.23087,1.36841,0.0010405,0.0010405,0.0010405
183,62476.9,0.76839,1.39682,1.30415,0.6094,0.63792,0.66345,0.52413,0.76683,1.22902,1.36762,0.000991,0.000991,0.000991
184,62819.6,0.76212,1.37155,1.29778,0.60594,0.63954,0.66494,0.52426,0.76722,1.2269,1.36787,0.0009415,0.0009415,0.0009415
185,63161.7,0.76479,1.38652,1.29886,0.60853,0.63634,0.66612,0.52485,0.76689,1.22389,1.36726,0.000892,0.000892,0.000892
186,63504,0.74805,1.36131,1.292,0.60629,0.6389,0.66673,0.52619,0.76643,1.22067,1.36661,0.0008425,0.0008425,0.0008425
187,63846.1,0.75119,1.35521,1.29071,0.60836,0.63559,0.6682,0.52744,0.76647,1.21796,1.36639,0.000793,0.000793,0.000793
188,64185.6,0.7518,1.35279,1.29272,0.60901,0.63877,0.66992,0.52916,0.76636,1.21465,1.36595,0.0007435,0.0007435,0.0007435
189,64524.2,0.75329,1.34722,1.29363,0.60802,0.64366,0.67155,0.53035,0.76537,1.21189,1.36477,0.000694,0.000694,0.000694
190,64863.7,0.74668,1.34449,1.28759,0.63196,0.6282,0.67361,0.53181,0.7642,1.20946,1.36352,0.0006445,0.0006445,0.0006445
191,65195.8,0.5834,0.92908,1.24554,0.63745,0.62595,0.6752,0.53172,0.76341,1.20623,1.36276,0.000595,0.000595,0.000595
192,65522.7,0.56581,0.8862,1.22782,0.63614,0.62823,0.6761,0.5328,0.76262,1.20325,1.36206,0.0005455,0.0005455,0.0005455
193,65851.6,0.55946,0.87264,1.21997,0.61973,0.63985,0.67874,0.53517,0.76178,1.20012,1.36142,0.000496,0.000496,0.000496
194,66181.7,0.55132,0.85813,1.20901,0.62025,0.63985,0.67953,0.53645,0.76078,1.19731,1.36043,0.0004465,0.0004465,0.0004465
195,66515.9,0.54846,0.85065,1.20895,0.62188,0.64217,0.68156,0.53823,0.76016,1.19529,1.35995,0.000397,0.000397,0.000397
196,66848.3,0.54342,0.83844,1.20135,0.62417,0.64372,0.68302,0.53982,0.75949,1.19301,1.35934,0.0003475,0.0003475,0.0003475
197,67185.2,0.54182,0.82245,1.20138,0.63144,0.64432,0.68455,0.54128,0.75858,1.19086,1.35829,0.000298,0.000298,0.000298
198,67516.7,0.53908,0.82135,1.19975,0.63663,0.64491,0.68595,0.54223,0.75766,1.1872,1.35741,0.0002485,0.0002485,0.0002485
199,67844.9,0.53741,0.80897,1.19791,0.64131,0.64548,0.68733,0.54383,0.75656,1.18355,1.35654,0.000199,0.000199,0.000199
200,68175.2,0.53214,0.80827,1.19556,0.6405,0.64438,0.68893,0.54466,0.75611,1.18024,1.35609,0.0001495,0.0001495,0.0001495
